intent,utterance,type,example
ask_subject_combination,Logistics va Quan ly chuoi cung ung/ Logistics cong nghiep dùng khối nào để xét tuyển,indirect,
ask_subject_combination,Ngành Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) xét tổ hợp nào,direct,
ask_subject_combination,Ky thuat xay dung (Chuong trinh đao tao ky su chat luong cao PFIEV) dùng khối nào để xét tuyển,indirect,
ask_subject_combination,Ngành Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) xét tổ hợp nào,direct,
ask_subject_combination,Ky thuat xay dung (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) dùng khối nào để xét tuyển,indirect,
ask_subject_combination,Ngành Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) xét tổ hợp nào,direct,
ask_subject_combination,Khoa hoc may tinh (Chuong trinh đao tao lien ket voi Đai hoc Mississippi - Hoa Ky) dùng khối nào để xét tuyển,indirect,
ask_previous_score,Điểm chuẩn ngành Kien truc năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Kien truc lấy mấy điểm,indirect,
ask_previous_score,Kien truc 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Kien truc lấy mấy điểm,indirect,
ask_previous_score,Kien truc 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Kien truc lấy mấy điểm,indirect,
ask_previous_score,Kien truc 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Kien truc lấy mấy điểm,indirect,
ask_previous_score,Kien truc 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Kien truc lấy mấy điểm,indirect,
ask_previous_score,Kien truc 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc/ Kien truc cong nghe năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Kien truc/ Kien truc cong nghe lấy mấy điểm,indirect,
ask_previous_score,Kien truc/ Kien truc cong nghe 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc/ Kien truc cong nghe 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc/ Kien truc cong nghe 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc/ Kien truc cong nghe năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Kien truc/ Kien truc cong nghe lấy mấy điểm,indirect,
ask_previous_score,Kien truc/ Kien truc cong nghe 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc/ Kien truc cong nghe 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc/ Kien truc cong nghe 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc/ Kien truc cong nghe năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Kien truc/ Kien truc cong nghe lấy mấy điểm,indirect,
ask_previous_score,Kien truc/ Kien truc cong nghe 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc/ Kien truc cong nghe 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc/ Kien truc cong nghe 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc/ Kien truc cong nghe năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Kien truc/ Kien truc cong nghe lấy mấy điểm,indirect,
ask_previous_score,Kien truc/ Kien truc cong nghe 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc/ Kien truc cong nghe 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc/ Kien truc cong nghe 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc/ Kien truc cong nghe năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Kien truc/ Kien truc cong nghe lấy mấy điểm,indirect,
ask_previous_score,Kien truc/ Kien truc cong nghe 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc/ Kien truc cong nghe 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc/ Kien truc cong nghe 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc canh quan năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Kien truc canh quan lấy mấy điểm,indirect,
ask_previous_score,Kien truc canh quan 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc canh quan 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc canh quan 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc canh quan năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Kien truc canh quan lấy mấy điểm,indirect,
ask_previous_score,Kien truc canh quan 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc canh quan 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc canh quan 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc canh quan năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Kien truc canh quan lấy mấy điểm,indirect,
ask_previous_score,Kien truc canh quan 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc canh quan 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc canh quan 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc canh quan năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Kien truc canh quan lấy mấy điểm,indirect,
ask_previous_score,Kien truc canh quan 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc canh quan 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc canh quan 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc canh quan năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Kien truc canh quan lấy mấy điểm,indirect,
ask_previous_score,Kien truc canh quan 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc canh quan 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc canh quan 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc noi that năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Kien truc noi that lấy mấy điểm,indirect,
ask_previous_score,Kien truc noi that 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc noi that 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc noi that 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc noi that năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Kien truc noi that lấy mấy điểm,indirect,
ask_previous_score,Kien truc noi that 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc noi that 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc noi that 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc noi that năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Kien truc noi that lấy mấy điểm,indirect,
ask_previous_score,Kien truc noi that 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc noi that 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc noi that 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc noi that năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Kien truc noi that lấy mấy điểm,indirect,
ask_previous_score,Kien truc noi that 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc noi that 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc noi that 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kien truc noi that năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Kien truc noi that lấy mấy điểm,indirect,
ask_previous_score,Kien truc noi that 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Kien truc noi that 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Kien truc noi that 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quy hoach vung va đo thi năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Quy hoach vung va đo thi lấy mấy điểm,indirect,
ask_previous_score,Quy hoach vung va đo thi 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quy hoach vung va đo thi 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quy hoach vung va đo thi 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quy hoach vung va đo thi năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Quy hoach vung va đo thi lấy mấy điểm,indirect,
ask_previous_score,Quy hoach vung va đo thi 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quy hoach vung va đo thi 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quy hoach vung va đo thi 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quy hoach vung va đo thi năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Quy hoach vung va đo thi lấy mấy điểm,indirect,
ask_previous_score,Quy hoach vung va đo thi 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quy hoach vung va đo thi 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quy hoach vung va đo thi 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quy hoach vung va đo thi năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Quy hoach vung va đo thi lấy mấy điểm,indirect,
ask_previous_score,Quy hoach vung va đo thi 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quy hoach vung va đo thi 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quy hoach vung va đo thi 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quy hoach vung va đo thi năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Quy hoach vung va đo thi lấy mấy điểm,indirect,
ask_previous_score,Quy hoach vung va đo thi 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Quy hoach vung va đo thi 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Quy hoach vung va đo thi 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành My thuat Đo thi năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 My thuat Đo thi lấy mấy điểm,indirect,
ask_previous_score,My thuat Đo thi 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,My thuat Đo thi 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,My thuat Đo thi 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành My thuat Đo thi năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 My thuat Đo thi lấy mấy điểm,indirect,
ask_previous_score,My thuat Đo thi 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,My thuat Đo thi 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,My thuat Đo thi 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành My thuat Đo thi năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 My thuat Đo thi lấy mấy điểm,indirect,
ask_previous_score,My thuat Đo thi 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,My thuat Đo thi 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,My thuat Đo thi 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành My thuat Đo thi năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 My thuat Đo thi lấy mấy điểm,indirect,
ask_previous_score,My thuat Đo thi 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,My thuat Đo thi 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,My thuat Đo thi 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành My thuat Đo thi năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 My thuat Đo thi lấy mấy điểm,indirect,
ask_previous_score,My thuat Đo thi 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,My thuat Đo thi 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,My thuat Đo thi 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke cong nghiep năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Thiet ke cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Thiet ke cong nghiep 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke cong nghiep 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke cong nghiep 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke cong nghiep năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Thiet ke cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Thiet ke cong nghiep 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke cong nghiep 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke cong nghiep 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke cong nghiep năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Thiet ke cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Thiet ke cong nghiep 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke cong nghiep 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke cong nghiep 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke cong nghiep năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Thiet ke cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Thiet ke cong nghiep 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke cong nghiep 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke cong nghiep 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke cong nghiep năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Thiet ke cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Thiet ke cong nghiep 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke cong nghiep 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke cong nghiep 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke đo hoa năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Thiet ke đo hoa lấy mấy điểm,indirect,
ask_previous_score,Thiet ke đo hoa 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke đo hoa 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke đo hoa 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke đo hoa năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Thiet ke đo hoa lấy mấy điểm,indirect,
ask_previous_score,Thiet ke đo hoa 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke đo hoa 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke đo hoa 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke đo hoa năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Thiet ke đo hoa lấy mấy điểm,indirect,
ask_previous_score,Thiet ke đo hoa 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke đo hoa 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke đo hoa 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke đo hoa năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Thiet ke đo hoa lấy mấy điểm,indirect,
ask_previous_score,Thiet ke đo hoa 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke đo hoa 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke đo hoa 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke đo hoa năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Thiet ke đo hoa lấy mấy điểm,indirect,
ask_previous_score,Thiet ke đo hoa 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke đo hoa 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke đo hoa 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke thoi trang năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Thiet ke thoi trang lấy mấy điểm,indirect,
ask_previous_score,Thiet ke thoi trang 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke thoi trang 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke thoi trang 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke thoi trang năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Thiet ke thoi trang lấy mấy điểm,indirect,
ask_previous_score,Thiet ke thoi trang 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke thoi trang 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke thoi trang 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke thoi trang năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Thiet ke thoi trang lấy mấy điểm,indirect,
ask_previous_score,Thiet ke thoi trang 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke thoi trang 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke thoi trang 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke thoi trang năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Thiet ke thoi trang lấy mấy điểm,indirect,
ask_previous_score,Thiet ke thoi trang 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke thoi trang 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke thoi trang 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiet ke thoi trang năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Thiet ke thoi trang lấy mấy điểm,indirect,
ask_previous_score,Thiet ke thoi trang 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke thoi trang 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Thiet ke thoi trang 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Ky thuat xay dung lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Ky thuat xay dung lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Ky thuat xay dung lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Ky thuat xay dung lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Ky thuat xay dung lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep năm 2021 là bao nhiêu,direct,
ask_previous_score,Năm 2021 Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2021 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2021 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2021 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep năm 2022 là bao nhiêu,direct,
ask_previous_score,Năm 2022 Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2022 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2022 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2022 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep năm 2023 là bao nhiêu,direct,
ask_previous_score,Năm 2023 Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2023 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2023 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2023 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep năm 2024 là bao nhiêu,direct,
ask_previous_score,Năm 2024 Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2024 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2024 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ Xay dung Dan dung va Cong nghiep 2024 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ He thong ky thuat trong cong trinh năm 2020 là bao nhiêu,direct,
ask_previous_score,Năm 2020 Ky thuat xay dung/ He thong ky thuat trong cong trinh lấy mấy điểm,indirect,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2020 tổ hợp A00 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2020 tổ hợp A01 điểm bao nhiêu,followup,
ask_previous_score,Ky thuat xay dung/ He thong ky thuat trong cong trinh 2020 tổ hợp D01 điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Ky thuat xay dung/ He thong ky thuat trong cong trinh năm 2021 là bao nhiêu,direct,
